nom_centre;adresse;code_postal;ville;site_web_inscription;latitude;longitude
MYSTORY;"3 bis avenue de gagny, 93220, GAGNY";93220;Gagny;https://francais.cci-paris-idf.fr/inscription-candidat/contact/876/23;48.88808;2.523359
FARBEE_BY_LEGALUNITE FRANCE;"53 avenue Jean-Jaurès, 93350, LE BOURGET";93350;Le Bourget;https://francais.cci-paris-idf.fr/inscription-candidat/contact/1057;48.932089;2.42726
LE POLE;"Centre d'examens LE POLE, 65 avenue Jean Mermoz";93120;La Courneuve;http://www.lepole-formation.fr;42.695788;2.909626
L'ÉCOLE DES CUISTOTS MIGRATEURS;"25  RUE DE ROMAINVILLE, 93100, MONTREUIL";93100;Montreuil;https://francais.cci-paris-idf.fr/inscription-candidat/contact/946;48.864824;2.445482
EFAC FORMATION;"17 place du Général De Gaulle, 93100, MONTREUIL";93100;Montreuil;https://francais.cci-paris-idf.fr/inscription-candidat/contact/402;48.868433;2.433045
MOVE UP FORMATION - NOISY-LE-GRAND;"7 porte de Neuilly, 93160, NOISY-LE-GRAND";93160;Noisy-le-Grand;https://francais.cci-paris-idf.fr/inscription-candidat/contact/766/23;48.843034;2.544276
BTL;Centrex / 2 rue de la Butte Verte;93160;Noisy-le-Grand;https://www.btl.fr/;48.842315;2.579557
IFIE;"Tour Essor 14, rue Scandicci, 93500, PANTIN";93500;Pantin;https://francais.cci-paris-idf.fr/inscription-candidat/contact/488/23;48.892039;2.398566
MOVE UP FORMATION - NOISY-LE-GRAND;"153 avenue Jean Lolive, 93500, Pantin";93500;Pantin;https://francais.cci-paris-idf.fr/inscription-candidat/contact/816/23;48.893542;2.413938
ZD ACADEMY;"178 Avenue du Général Leclerc, 93500, Pantin";93500;Pantin;https://francais.cci-paris-idf.fr/inscription-candidat/contact/971;48.901775;2.413844
MYSTORY - ROSNY;"46 Bis Rue d'Estienne d'Orves, 93110, ROSNY";93110;Rosny;https://francais.cci-paris-idf.fr/inscription-candidat/contact/1099/23;48.868871;2.483404
ADPE;"10-12  Avenue du Colonel Rol-Tanguy, 93240, STAINS";93240;Stains;https://francais.cci-paris-idf.fr/inscription-candidat/contact/18;48.957607;2.375264
POLYLANGUES - CERGY;"221, avenue du Président Wilson, 93210 Saint denis, Saint-Denis";93210;Saint denis;https://francais.cci-paris-idf.fr/inscription-candidat/contact/814/23;48.913979;2.357384
MOVE UP FORMATION - NOISY-LE-GRAND;"3 rue Jesse Owens, 93200, Saint-Denis";93200;Saint-Denis;https://francais.cci-paris-idf.fr/inscription-candidat/contact/911/23;48.923326;2.364313
GRETA SEINE-SAINT-DENIS;"Espace Projets Jean Lurçat 2, rue Diderot";93200;Saint-Denis;http://www.forpro-creteil.org/formation/greta/gmte93/;47.988356;0.202666
LÉO LAGRANGE FORMATION ILE DE FRANCE;"8, rue Charles Michels";93200;Saint-Denis;https://www.instep-idf.fr;48.935224;2.343686
ASTROLABE FORMATION - PFD;7 avenue François Coppée;93250;Villemomble;http://www.astrolabeformation-pfd.org;48.887145;2.50475
ALZER;"18 place des Nymphéas, HQ Tropical Centre., 93420, Villepinte";93420;Villepinte;https://francais.cci-paris-idf.fr/inscription-candidat/contact/850/23;48.973858;2.510726
JK-FORMATIONS;7 rue Parmentier;94140;Alfortville;https://www.jk-formation-langues.fr;47.226751;-1.523147
LA TECHNIQUE;"3 AVENUE CHARLES DE GAULLE , 94470, BOISSY - SAINT-LÉGER";94470;Boissy-Saint-Léger;https://francais.cci-paris-idf.fr/inscription-candidat/contact/1046/23;48.753434;2.503211
ELFE - CHAMPIGNY-SUR-MARNE;"98 B Avenue Roger Salengro, 94500, CHAMPIGNY-SUR-MARNE";94500;Champigny-sur-Marne;https://francais.cci-paris-idf.fr/inscription-candidat/contact/764;48.817771;2.493846
LE POLE;1 voie Félix Eboué;94000;Créteil;http://www.lepole-formation.fr;48.798115;2.450783
RESSOURCES FORMATION;"23, rue Raspail";94200;Ivry-sur-Seine;http://www.ressourcesformation.fr;43.594188;1.463107
ZD ACADEMY;"2 boulevard Albert 1er, 94130, NOGENT-SUR-MARNE";94130;Nogent-sur-Marne;https://francais.cci-paris-idf.fr/inscription-candidat/contact/771/23;48.837883;2.493751
ALZER;"Tour Europa - Avenue de l’Europe - 6ème étage, 94320, Thiais";94320;Thiais;https://francais.cci-paris-idf.fr/inscription-candidat/contact/851/23;48.757057;2.36933
AFI - ACTION FORMATION INSERTION;"9 avenue du Marais, 95100, ARGENTEUIL";95100;Argenteuil;https://francais.cci-paris-idf.fr/inscription-candidat/contact/775/23;48.932117;2.23395
ETUDE PLUS ARGENTEUIL;"23, avenue Gabriel Péri";95100;Argenteuil;http://www.etudeplus.org/;48.651664;2.316724
OBJECTIF EMPLOI OUEST;"40, rue de Pontoise";95870;Bezons;https://www.objectif-emploi.net;49.421235;2.086584
POLYLANGUES - CERGY;"12 rue des chauffours , 95000, CERGY";95000;Cergy;https://francais.cci-paris-idf.fr/inscription-candidat/contact/660;49.040973;2.079141
RESSOURCES FORMATION;2 rue du Lendemain code porte 2511- étage 4 Cergy-le-Haut;95800;Cergy-Pontoise;http://www.ressourcesformation.fr;49.048648;2.012574
ABC FORMATION;"3 allée du lavoir, 95130, FRANCONVILLE";95130;Franconville;https://francais.cci-paris-idf.fr/inscription-candidat/contact/1;48.980737;2.230062
ACTION PLURIELLE FORMATION;"43-45 boulevard de la Muette, 95140, GARGES-LÈS-GONESSE";95140;Garges-lès-Gonesse;https://francais.cci-paris-idf.fr/inscription-candidat/contact/16/23;48.976111;2.415087
ACTION PLURIELLE FORMATION;"68, avenue Gaston Vermeire, 95340, Persan";95340;Persan;https://francais.cci-paris-idf.fr/inscription-candidat/contact/894;49.14956;2.27931
ABC FORMATION;"82 Avenue de Verdun, 95310, SAINT-OUEN L'AUMONE";95310;Saint-Ouen L'aumone;https://francais.cci-paris-idf.fr/inscription-candidat/contact/980/23;49.040818;2.104992
FLEAD;3 boulevard Albert Camus;95200;Sarcelles;http://www.flead.fr;47.48703;-0.574203
ASLY FORMATION-MAYOTTE;"53 bd des Amoureux , 97615, DZAOUDZI";97615;Dzaoudzi;https://francais.cci-paris-idf.fr/inscription-candidat/contact/1081/23;-12.786894;45.278969
WORLD EXPERIENCE;"92 Résidence Maimouna, 97139, LES ABYMES";97139;Les Abymes;https://francais.cci-paris-idf.fr/inscription-candidat/contact/743;16.241706;-61.516009
CHAMBRE DE COMMERCE ET D'INDUSTRIE DE MAYOTTE (CCIM);"Place Mariage, Mamoudzou, Mayotte, France, 97600, MAMOUDZOU";97600;Mamoudzou;https://francais.cci-paris-idf.fr/inscription-candidat/contact/1095/23;-12.78061;45.231227
AURAL LOGOS;"950, Avenue Gaston Monnerville  , 97354, RÉMIRE-MONTJOLY";97354;Rémire-Montjoly;https://francais.cci-paris-idf.fr/inscription-candidat/contact/250;4.888635;-52.283985
ALLIANCE FRANÇAISE DE LA RÉUNION;"4 ruelle Tortue, 97400, SAINT-DENIS";97400;Saint-Denis;https://francais.cci-paris-idf.fr/inscription-candidat/contact/893;-20.879717;55.446144
CLOUD COM 97;"Lot  16  Les Jardins de Bellevue , 97150, SAINT-MARTIN - MARIGOT";97150;Saint-Martin-Marigot;https://francais.cci-paris-idf.fr/inscription-candidat/contact/365/23;18.055225;-63.086106
FORE ALTERNANCE;ZI de Jarry Bvd du Marquisat de Houelbourg;97122;Baie-Mahault (Pointe-à-Pitre);http://www.fore.fr;16.242639;-61.557956
CENTRE CASNAV;Route des Abymes Entrée Jardin d'essai bâtiment du CIO et livraisons;97139;Les Abymes;https://pedagogie.ac-guadeloupe.fr/casnav;42.309899;9.147331
FORE MARTINIQUE;Lot les hauts de Californie;97232;Le Lamentin;http://fore.fr;14.621701;-61.032345
ALLIANCE FRANÇAISE - 339730-02;"2, place du Marché";97300;Cayenne;http://www.afcayenne.org/;43.836334;4.359263
EQUINOXE FORMATION;Espace Katoury Rocade de Zephyr;97300;Cayenne;http://www.equinoxe-guyane.com;4.93656;-52.306807
EQUINOXE FORMATION;"24, rue Raymond Cresson";97310;Kourou;http://www.equinoxe-guyane.com/;5.152981;-52.646419
EQUINOXE FORMATION;"02, rue Jeanne Garré";97320;Saint-Laurent-du-Maroni;http://www.equinoxe-guyane.com;5.502998;-54.025499
ASSOCIATION RÉUNIONNAISE D'EDUCATION POPULAIRE;"Espace Tarani, 1er étage - 95 chemin Pente Sassy";97440;Saint-André;http://www.arep.re;-20.963496;55.659538
ASSOCIATION RÉUNIONNAISE D'EDUCATION POPULAIRE;9000 SIDR Front de mer - Bâtiment G;97410;Saint-Pierre;http://www.arep.re;-21.339037;55.461321
(A.C.E.);Espace Coralium BAT A BP 800 Kawéni;97600;Mamoudzou;https://www.facebook.com/ACEformationMayotte/?locale=fr_FR;45.04224;-0.937661
FRATE FORMATION CONSEIL - VALSERHÔNE;"26 rue Joseph Bertola, 1200, VALSERHÔNE";;Valserhône;https://francais.cci-paris-idf.fr/inscription-candidat/contact/448;46.109818;5.824571
